Genus,Species,tmax_metric,tmax_acc,tmax_acc_days,tmax_acc_type,tmax_col_time_if_field_fresh,tmax,lat_max,long_max,no_NicheMapR_data,altitude,Phylum,Class,Order,Family,Realm,REF_max,citation_details_or_paper_in_which_data_were_compiled,notes.2017,NM_1cm_airshade,NM_2m_airshade,NM_exposed_bodytemp,NM_exposed_air,NM_exposed_body_wet,NM_shade_body_wet,NMGHCND_2m_airshade,NMGHCND_exposed_Te,NMGHCND_exposed_Te_wet,NMGHCND_2m_airshade95,NMGHCND_exposed_Te95,NMGHCND_exposed_Te_wet95,NMGHCND_shade_Te_wet,NMGHCND_shade_Te_wet95
Reticulitermes,flavipes,crit,25,90,field_fresh,,44.85,32.61,-85.48,,216,Arthropoda,Insecta,Isoptera,Rhinotermitidae,Terrestrial,Hu_and_Appel_2004,Sunday_et_al_PRSB_2011,Ctmin was a mean of the 3 ctmins from January (1.5; 1.8; 1.5) in Table 1. ctmax was a mean of the August ctmaxes. These are field fresh; use soil temperatures for each season as acclimation temp,33.54420853,32.66442871,55.4090004,45.63066101,34.6257782,25.59994125,38.81274414,59.29244232,36.28052139,30.28024292,49.95227795,31.45421295,31.42795753,24.53760967
Dasyatis,sabina,crit,35,20,lab,,43.1,29.7,-85.3,,0,Chordata,Elasmobranchii,Rajiformes,Dasyatidae,Marine,Fangue_and_Bennet_2003,Sunday_et_al_PRSB_2011,added duration of acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anolis,cupreus,crit,24.5,8,,,38.4,10.5,-85.3,,10,Chordata,Reptilia,Squamata,Polychrotidae,Terrestrial,van_Berkum_1988,Sunday_et_al_PRSB_2011,acclimation added from Van Berkum 1986.,35.39498901,33.2902832,64.43070221,51.06342316,37.03872681,27.99109459,36.4119873,65.06046295,37.55052185,32.13879395,59.3126133,33.68163986,30.72694206,27.87068024
Sceloporus,variabilis,crit,NA,NA,,,43.1,10.5,-85.3,,0,Chordata,Reptilia,Squamata,Phrynosomatidae,Terrestrial,van_Berkum_1988,Sunday_et_al_PRSB_2011,acclimation conditions in Van Berkum's thesis,35.39498901,33.2902832,64.43070221,51.06342316,37.03872681,27.99109459,36.4119873,65.06046295,37.55054092,32.13879395,59.3126133,33.67796097,30.72694206,27.87068024
Anolis,intermedius,crit,24.5,8,,,38.4,10.25,-84.8,,1450,Chordata,Reptilia,Squamata,Polychrotidae,Terrestrial,van_Berkum_1988,Sunday_et_al_PRSB_2011,acclimation added from Van Berkum 1986.,29.97374916,28.68707275,54.73947906,42.45905685,33.20513535,22.59710121,31.78692627,55.6559639,34.42260361,27.06366577,50.39335957,31.56587391,26.39309692,22.96757727
Sceloporus,malachiticus,crit,NA,NA,,,42.8,10.25,-84.8,,1400,Chordata,Reptilia,Squamata,Phrynosomatidae,Terrestrial,van_Berkum_1988,Sunday_et_al_PRSB_2011,acclimation conditions in Van Berkum's thesis,29.97374916,28.68707275,54.73947906,42.45905685,33.20513535,22.59710121,31.78692627,55.6559639,34.42260361,27.06366577,50.39335957,31.56587391,26.39309692,22.96757727
Desmognathus,fuscus,crit,25,7,,,35,39.7,-84.7,,300,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,Layne_and_Claussen_1982,Sunday_et_al_PRSB_2011,,29.73243713,29.20819092,55.18154144,40.11630249,40.52894974,22.61616707,38.92333984,56.24282837,35.29015732,26.49859161,42.97747192,26.94910231,30.09820938,20.66960325
Eurycea,bislineata,crit,25,7,,,35,39.7,-84.7,,300,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,Layne_and_Claussen_1983b,Sunday_et_al_PRSB_2011,,29.73243713,29.20819092,55.18154144,40.11630249,40.52894974,22.61616707,38.92333984,56.24282837,35.29015732,26.49859161,42.97747192,26.94910231,30.09820938,20.66960325
Lepidophyma,flavimaculatum,crit,NA,NA,,,38,10.45,-84.02,,2000,Chordata,Reptilia,Squamata,Xantusiidae,Terrestrial,van_Berkum_1988,Sunday_et_al_PRSB_2011,acclimation conditions in Van Berkum's thesis,33.30629349,31.69802856,58.59630203,46.61469269,36.45636749,26.64755058,34.78692627,59.44131088,36.75976944,29.89923553,54.28388042,31.81451378,30.11961174,26.3574769
Ameiva,festiva,crit,29,NA,,,43.7,10.5,-84,,50,Chordata,Reptilia,Squamata,Teiidae,Terrestrial,van_Berkum_1988,Sunday_et_al_PRSB_2011,,33.59473419,31.94152832,58.98279572,47.20279312,36.66391373,27.03412056,35.08691406,59.74611282,36.62309265,30.32610626,54.6807272,32.23474979,30.51083374,26.81348839
Anolis,humilis,crit,24.5,8,,,35.6,10.5,-84,,50,Chordata,Reptilia,Squamata,Polychrotidae,Terrestrial,van_Berkum_1988,Sunday_et_al_PRSB_2011,acclimation added from Van Berkum 1986.,33.59473419,31.94152832,58.98279572,47.20279312,36.66391373,27.03412056,35.08691406,59.74611282,36.62309265,30.32610626,54.6807272,32.23474979,30.51083374,26.81348839
Anolis,lemurinus,crit,24.5,8,,,37.3,10.5,-84,,50,Chordata,Reptilia,Squamata,Polychrotidae,Terrestrial,van_Berkum_1988,Sunday_et_al_PRSB_2011,acclimation added from Van Berkum 1986.,33.59473419,31.94152832,58.98279572,47.20279312,36.66391373,27.03412056,35.08691406,59.74611282,36.62309265,30.32610626,54.6807272,32.23474979,30.51083374,26.81348839
Anolis,limifrons,crit,24.5,8,,,36.8,10.5,-84,,50,Chordata,Reptilia,Squamata,Polychrotidae,Terrestrial,van_Berkum_1988,Sunday_et_al_PRSB_2011,acclimation added from Van Berkum 1986.,33.59473419,31.94152832,58.98279572,47.20279312,36.66391373,27.03412056,35.08691406,59.74611282,36.62309265,30.32610626,54.6807272,32.23474979,30.51083374,26.81348839
Anolis,lionotus,crit,24.5,8,,,36.7,10.5,-84,,50,Chordata,Reptilia,Squamata,Polychrotidae,Terrestrial,van_Berkum_1988,Sunday_et_al_PRSB_2011,acclimation added from Van Berkum 1986.,33.59473419,31.94152832,58.98279572,47.20279312,36.66391373,27.03412056,35.08691406,59.74611282,36.62309265,30.32610626,54.6807272,32.23474979,30.51083374,26.81348839
Eleutherodactylus,fleischmanni,crit,23,NA,,,31.4,10.03,-83.77,,1554.48,Chordata,Amphibia,Anura,Craugastoridae,Terrestrial,Brattstrom_1968,Sunday_et_al_PNAS_2014,,25.57409668,24.30496216,55.70532608,38.05821228,39.47209549,20.41905403,27.48690796,49.92350769,32.06015778,23.78991699,45.74667835,28.83224306,23.12743378,20.2167448
Rana,palmipes,crit,36,NA,,,36.9,9.75,-83.75,,579.12,Chordata,Amphibia,Anura,Ranidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,25.14307213,23.80310059,55.24416351,37.65569687,39.10297775,19.99770164,26.88690186,49.44110107,31.65319252,23.30249329,45.68518314,28.5978467,22.67972946,19.71149006
Bufo,haemititicus,crit,36,NA,,,37.5,10,-83.7,,579.12,Chordata,Amphibia,Anura,Bufonidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,24.95676422,23.60028076,55.10172272,37.43376923,38.94483948,19.80913734,26.58691406,49.32695389,31.52914238,23.10066223,45.23810654,28.29582624,22.46521187,19.53697977
Craugastor,fleischmanni,crit,23,NA,,,31.4,10,-83.7,,1554.48,Chordata,Amphibia,Anura,Craugastoridae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,24.95676422,23.60028076,55.10172272,37.43376923,38.94483948,19.80913734,26.58691406,49.32695389,31.52914238,23.10066223,45.23810654,28.29582624,22.46521187,19.53697977
Rana,warszewitschii,crit,26,NA,,,32.8,10,-83.7,,1554.48,Chordata,Amphibia,Anura,Ranidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,24.95676422,23.60028076,55.10172272,37.43376923,38.94483948,19.80913734,26.58691406,49.32695389,31.52914238,23.10066223,45.23810654,28.29582624,22.46521187,19.53697977
Dendrobates,auratus,crit,26,NA,,,34.8,10,-83.5,,304.8,Chordata,Amphibia,Anura,Dendrobatidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,28.22770309,26.70043945,59.11807251,41.57148361,39.67590332,23.00771141,29.88690186,53.62017441,34.3457756,26.15384064,49.40288734,31.8147706,25.78668594,22.85634909
Rana,sylvaticus,crit,15,NA,,,33.9,42.63,-83.22,,67,Chordata,Amphibia,Anura,Ranidae,Terrestrial,Manis_and_Claussen_1986,Sunday_et_al_PRSB_2011,,28.83265305,28.04711914,54.70895386,39.0747757,40.04246521,22.07882118,38.57513428,56.6604538,36.03728485,25.5356781,41.89840527,26.71939459,30.58187485,20.68990631
Eciton,burchellii,leth,30,NA,,,51.3,9.6,-82.7,,37,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Meisel_2006,Sunday_et_al_PNAS_2014,,31.30978775,29.42709351,57.64430618,45.90641785,35.94106674,24.89916229,32.58691406,58.21707153,36.52562714,29.01199341,54.35215168,34.3396143,28.40095139,25.67204399
Erthemis,simplicicollis,crit,25,NA,,,46.5,29.6,-82.3,,55,Arthropoda,Insecta,Odonata,Libellulidae,Terrestrial,May_1978,Sunday_et_al_PNAS_2014,,33.61157608,32.71127319,55.40496063,45.65523529,35.16519928,26.24110603,38.39483643,58.13367462,36.24899292,30.98577881,50.81373386,32.54360809,31.25323677,25.61337128
Macromia,taeniolata,crit,25,NA,,,44.8,29.6,-82.3,,55,Arthropoda,Insecta,Odonata,Macromiidae,Terrestrial,May_1978,Sunday_et_al_PNAS_2014,,33.61157608,32.71127319,55.40496063,45.65523529,35.16519928,26.24110603,38.39483643,58.13367462,36.24899292,30.98577881,50.81373386,32.54360809,31.25323677,25.61337128
Pachydiplax,longipennis,crit,25,NA,,,45.5,29.6,-82.3,,55,Arthropoda,Insecta,Odonata,Libellulidae,Terrestrial,May_1978,Sunday_et_al_PNAS_2014,,33.61157608,32.71127319,55.40496063,45.65523529,35.16519928,26.24110603,38.39483643,58.13367462,36.24899292,30.98577881,50.81373386,32.54360809,31.25323677,25.61337128
Tramea,carolina,crit,25,NA,,,46.8,29.6,-82.3,,55,Arthropoda,Insecta,Odonata,Libellulidae,Terrestrial,May_1978,Sunday_et_al_PNAS_2014,,33.61157608,32.71127319,55.40496063,45.65523529,35.16519928,26.24110603,38.39483643,58.13367462,36.24899292,30.98577881,50.81373386,32.54360809,31.25323677,25.61337128
Sceloporus,undulatus,crit,33,NA,,,40.4,33.6,-81.7,,200,Chordata,Reptilia,Squamata,Phrynosomatidae,Terrestrial,Angilletta_et_al_2002,Sunday_et_al_PRSB_2011,,34.16027832,33.21484375,55.15797806,45.61131668,34.59064102,25.69824791,40.56933594,60.01110458,36.70380402,30.48206329,49.83655376,31.50580606,32.27878571,24.60888176
Desmognathus,ochrophaeus,crit,20,NA,,,31.5,37.4,-80.5,,1432,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,Zweifel_1959,Sunday_et_al_PNAS_2014,,28.14673042,27.32037354,54.66981125,39.53970337,39.90164185,21.48604393,34.48803711,53.91114044,34.56161118,24.81399536,43.43520832,26.58990088,27.20231628,19.60133381
Desmognathus,quadramaculatus,crit,15,NA,,,31.4,37.4,-80.5,,1158,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,Zweifel_1959,Sunday_et_al_PNAS_2014,,28.14673042,27.32037354,54.66981125,39.53970337,39.90164185,21.48604393,34.48803711,53.91114044,34.56161118,24.81399536,43.43520832,26.58990088,27.20231628,19.60133381
Diemictylus,viridescens,crit,25,NA,,,37.3,37.4,-80.5,,1158,Chordata,Amphibia,Caudata,Plethodontidae,Terrestrial,Zweifel_1959,Sunday_et_al_PNAS_2014,,28.14673042,27.32037354,54.66981125,39.53970337,39.90164185,21.48604393,34.48803711,53.91114044,34.56161118,24.81399536,43.43520832,26.58990088,27.20231628,19.60133381
Erythemis,credula,crit,25,NA,,,45.6,9.16,-79.83,,0,Arthropoda,Insecta,Odonata,Libellulidae,Terrestrial,May_1978,Sunday_et_al_PNAS_2014,,33.04187393,31.61590576,56.63716888,45.21140289,35.94732285,26.49520493,34.78692627,57.43938065,36.48825073,30.26228333,52.87166958,31.66409502,29.83872223,26.57355938
Erythemis,plebeja,crit,25,NA,,,46.8,9.16,-79.83,,0,Arthropoda,Insecta,Odonata,Libellulidae,Terrestrial,May_1978,Sunday_et_al_PNAS_2014,,33.04187393,31.61590576,56.63716888,45.21140289,35.94732285,26.49520493,34.78692627,57.43938065,36.48825073,30.26228333,52.87166958,31.66409502,29.83872223,26.57355938
Micrathyria,aequalis,crit,25,NA,,,45.4,9.16,-79.83,,0,Arthropoda,Insecta,Odonata,Libellulidae,Terrestrial,May_1978,Sunday_et_al_PNAS_2014,,33.04187393,31.61590576,56.63716888,45.21140289,35.94732285,26.49520493,34.78692627,57.43938065,36.48825073,30.26228333,52.87166958,31.66409502,29.83872223,26.57355938
Micrathyria,eximia,crit,25,NA,,,44.7,9.16,-79.83,,0,Arthropoda,Insecta,Odonata,Libellulidae,Terrestrial,May_1978,Sunday_et_al_PNAS_2014,,33.04187393,31.61590576,56.63716888,45.21140289,35.94732285,26.49520493,34.78692627,57.43938065,36.48825073,30.26228333,52.87166958,31.66409502,29.83872223,26.57355938
Micrathyria,ocellata,crit,25,NA,,,44.3,9.16,-79.83,,0,Arthropoda,Insecta,Odonata,Libellulidae,Terrestrial,May_1978,Sunday_et_al_PNAS_2014,,33.04187393,31.61590576,56.63716888,45.21140289,35.94732285,26.49520493,34.78692627,57.43938065,36.48825073,30.26228333,52.87166958,31.66388102,29.83872223,26.57355938
Tauriphila,argo,crit,25,NA,,,48.5,9.16,-79.83,,0,Arthropoda,Insecta,Odonata,Libellulidae,Terrestrial,May_1978,Sunday_et_al_PNAS_2014,,33.04187393,31.61590576,56.63716888,45.21140289,35.94732285,26.49520493,34.78692627,57.43938065,36.48825073,30.26228333,52.87166958,31.66409502,29.83872223,26.57355938
Tramea,cophysa,crit,25,NA,,,47.6,9.16,-79.83,,0,Arthropoda,Insecta,Odonata,Libellulidae,Terrestrial,May_1978,Sunday_et_al_PNAS_2014,,33.04187393,31.61590576,56.63716888,45.21140289,35.94732285,26.49520493,34.78692627,57.43938065,36.48825073,30.26228333,52.87166958,31.66409502,29.83872223,26.57355938
Tramea,walkeri,crit,25,NA,,,46.3,9.16,-79.83,,0,Arthropoda,Insecta,Odonata,Libellulidae,Terrestrial,May_1978,Sunday_et_al_PNAS_2014,,33.04187393,31.61590576,56.63716888,45.21140289,35.94732285,26.49520493,34.78692627,57.43938065,36.48825073,30.26228333,52.87166958,31.66409502,29.83872223,26.57355938
Bufo,marinus,crit,38,NA,,,41.8,9.153356,-79.846442,,304.8,Chordata,Amphibia,Anura,Bufonidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PRSB_2011,,32.66883087,31.20269775,63.34143448,44.9705925,39.16269684,27.4223671,34.38690186,57.0789032,36.59791946,30.27960205,52.9190609,31.88561878,29.88293648,26.83808336
Apogon,dovii,crit,26.5,90,field_fresh,,35.9,2.961556,-78.2,,0,Chordata,Actinopterygii,Perciformes,Apogonidae,Marine,Mora_and_Ospina_2001;_2002,Sunday_et_al_PRSB_2011,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apogon,pacifici,crit,26.5,90,field_fresh,,34.7,2.96,-78.2,,0,Chordata,Actinopterygii,Perciformes,Apogonidae,Marine,Mora_and_Ospina_2001;_2002,Sunday_et_al_PRSB_2011,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bathygobius,ramosus,crit,26.5,90,field_fresh,,39.6,2.96,-78.2,,0,Chordata,Actinopterygii,Perciformes,Gobiidae,Marine,Mora_and_Ospina_2001;_2002,Sunday_et_al_PRSB_2011,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chromis,atrilobata,crit,26.5,90,field_fresh,,35.2,2.96,-78.2,,0,Chordata,Actinopterygii,Perciformes,Pomacentridae,Marine,Mora_and_Ospina_2001;_2002,Sunday_et_al_PRSB_2011,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cirrhitichthys,oxycephalus,crit,26.5,90,field_fresh,,35.8,2.96,-78.2,,0,Chordata,Actinopterygii,Perciformes,Cirrhitidae,Marine,Mora_and_Ospina_2001;_2002,Sunday_et_al_PRSB_2011,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphopterus,urospilus,crit,26.5,90,field_fresh,,35.4,2.96,-78.2,,0,Chordata,Actinopterygii,Perciformes,Gobiidae,Marine,Mora_and_Ospina_2001;_2002,Sunday_et_al_PRSB_2011,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucinostomus,gracilis,crit,26.5,90,field_fresh,,38,2.96,-78.2,,0,Chordata,Actinopterygii,Perciformes,Gerreidae,Marine,Mora_and_Ospina_2001;_2002,Sunday_et_al_PRSB_2011,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulon,steindachneri,crit,26.5,90,field_fresh,,37.2,2.96,-78.2,,0,Chordata,Actinopterygii,Perciformes,Haemulidae,Marine,Mora_and_Ospina_2001;_2002,Sunday_et_al_PRSB_2011,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halichoeres,dispilus,crit,26.5,90,field_fresh,,35.8,2.96,-78.2,,0,Chordata,Actinopterygii,Perciformes,Labridae,Marine,Mora_and_Ospina_2001;_2002,Sunday_et_al_PRSB_2011,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lutjanus,guttatus,crit,26.5,90,field_fresh,,37.4,2.96,-78.2,,0,Chordata,Actinopterygii,Perciformes,Lutjanidae,Marine,Mora_and_Ospina_2001;_2002,Sunday_et_al_PRSB_2011,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malacoctenus,zonifer,crit,26.5,90,field_fresh,,38.2,2.96,-78.2,,0,Chordata,Actinopterygii,Perciformes,Labrisomidae,Marine,Mora_and_Ospina_2001;_2002,Sunday_et_al_PRSB_2011,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mugil,curema,crit,26.5,90,field_fresh,,40.8,2.96,-78.2,,0,Chordata,Actinopterygii,Perciformes,Mugilidae,Marine,Mora_and_Ospina_2001;_2002,Sunday_et_al_PRSB_2011,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plagiotremus,azaleus,crit,26.5,90,field_fresh,,35.3,2.96,-78.2,,0,Chordata,Actinopterygii,Perciformes,Blenniidae,Marine,Mora_and_Ospina_2001;_2002,Sunday_et_al_PRSB_2011,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegastes,acapulcoensis,crit,26.5,90,field_fresh,,37.7,2.96,-78.2,,0,Chordata,Actinopterygii,Perciformes,Pomacentridae,Marine,Mora_and_Ospina_2001;_2002,Sunday_et_al_PRSB_2011,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalassoma,lucasanum,crit,26.5,90,field_fresh,,36,2.96,-78.2,,0,Chordata,Actinopterygii,Perciformes,Labridae,Marine,Mora_and_Ospina_2001;_2002,Sunday_et_al_PRSB_2011,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abudefduf,saxatilis,leth,30,90,field_fresh,,40,9.5,-78,,0,Chordata,Actinopterygii,Perciformes,Pomacentridae,Marine,Scholander_et_al1953,Physiological_Zoology_Vol._26_No._1_(Jan._1953)_pp._67-92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haemulon,bonariense,leth,30,90,field_fresh,,40,9.5,-78,,0,Chordata,Actinopterygii,Perciformes,Haemulidae,Marine,Scholander_et_al1953,Physiological_Zoology_Vol._26_No._1_(Jan._1953)_pp._67-92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lutjanus,apodus,leth,30,90,field_fresh,,40,9.5,-78,,0,Chordata,Actinopterygii,Perciformes,Lutjanidae,Marine,Scholander_et_al1953,Physiological_Zoology_Vol._26_No._1_(Jan._1953)_pp._67-92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scarus,iseri,leth,30,90,field_fresh,,35,9.5,-78,,0,Chordata,Actinopterygii,Perciformes,Labridae,Marine,Scholander_et_al1953,Physiological_Zoology_Vol._26_No._1_(Jan._1953)_pp._67-92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ambystoma,jeffersonianum,crit,10,NA,,,34,40.23,-76.85,,422.2,Chordata,Amphibia,Caudata,Ambystomatidae,Terrestrial,Gatz_1971,Sunday_et_al_PNAS_2014,,30.67699432,29.7902832,55.31867599,40.7108345,40.80286026,23.40874863,39.72937012,56.84894943,35.97949219,26.88494873,43.21041794,27.73662033,30.88956451,21.6282752
Argopecten,purpuratus,leth,19,7,lab,,29,-14.25,-76.2,,0,Mollusca,Bivalvia,Pectinoida,Pectinidae,Marine,Urban_1994,Marine_Ecology_Progress_Series_107:_139-145_1994,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gari,solida,leth,16,7,lab,,26.9,-14.25,-76.2,,0,Mollusca,Bivalvia,Veneroida,Psammobiidae,Marine,Urban_1994,Marine_Ecology_Progress_Series_107:_139-145_1994,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Semele,corrugata,leth,16,7,lab,,30.6,-14.25,-76.2,,0,Mollusca,Bivalvia,Veneroida,Semelidae,Marine,Urban_1994,Marine_Ecology_Progress_Series_107:_139-145_1994,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Semele,solida,leth,16,7,lab,,28.5,-14.25,-76.2,,0,Mollusca,Bivalvia,Veneroida,Semelidae,Marine,Urban_1994,Marine_Ecology_Progress_Series_107:_139-145_1994,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemma,gemma,leth,30,NA,lab,,37,37.11,-76.13,,0,Mollusca,Bivalvia,Veneroida,Veneridae,Marine,Kennedy_and_Mihursky_1971,Chesapeake_Science_(1971)_12:_193,added acclimation but could not find duration description,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mulinia,lateralis,leth,25,NA,lab,,33.5,37.11,-76.13,,0,Mollusca,Bivalvia,Veneroida,Mactridae,Marine,Kennedy_and_Mihursky_1971,Chesapeake_Science_(1971)_12:_193,added acclimation but could not find duration description,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mya,arenaria,leth,30,NA,lab,,32.5,37.11,-76.13,,0,Mollusca,Bivalvia,Myoida,Myidae,Marine,Kennedy_and_Mihursky_1971,Chesapeake_Science_(1971)_12:_193,added acclimation but could not find duration description,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana,virgatipes,crit,25,NA,,,38,40.1,-74.8,,24,Chordata,Amphibia,Anura,Ranidae,Terrestrial,Holzman_1973,Sunday_et_al_PNAS_2014,,30.59730911,30.08300781,54.33776855,39.82838058,40.40387344,23.65020752,38.05755615,54.19711304,35.53319931,27.49401855,42.43363209,27.53557138,29.92538071,21.96361036
Misumenoides,formosipes,crit,22.8,NA,,,48.2,40.5,-74.5,,36.9,Arthropoda,Arachnida,Araneae,Thomisidae,Terrestrial,Schmalhofer_1999,Sunday_et_al_PRSB_2011,,30.11544037,29.59677124,47.00887299,39.01095963,30.56016731,21.96637154,39.3203125,54.93981934,35.86217499,26.96017456,41.59175243,26.83394232,30.43875122,21.36003618
Misumenops,asperatus,crit,16.5,NA,,,45.1,40.5,-74.5,,36.9,Arthropoda,Arachnida,Araneae,Thomisidae,Terrestrial,Schmalhofer_1999,Sunday_et_al_PRSB_2011,,30.11544037,29.59677124,47.00887299,39.01095963,30.56016731,21.96637154,39.3203125,54.93981934,35.86217499,26.96017456,41.59175243,26.83394232,30.43875122,21.36003618
Hyla,labialis,crit,25,NA,,,38.6,4.38,-74.13,,3050,Chordata,Amphibia,Anura,Hylidae,Terrestrial,Mahoney_and_Hutchison_1969,Sunday_et_al_PNAS_2014,,18.77155113,18.04031372,47.90548325,30.35282135,32.92362213,13.187006,26.22644043,45.35132599,25.19829559,16.98858643,36.90317554,19.98204412,19.82442284,12.79572206
Menidia,menidia,leth,28,5,lab,,32.5,40,-74,,0,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Marine,Hoff_and_Westman_1966_in_Brett_1970,Sunday_et_al_PRSB_2011,added acclimation; duration reported as 2-30 days.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopleuronectes,americanus,leth,28,5,lab,,29.1,40,-74,,0,Chordata,Actinopterygii,Atheriniformes,Pleuronectidae,Marine,Hoff_and_Westman_1966_in_Brett_1971,Sunday_et_al_PRSB_2011,added acclimation; duration reported as 2-30 days.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphoeroides,maculatus,leth,28,5,lab,,32.5,40,-74,,0,Chordata,Actinopterygii,Tetraodontiformes,Tetradontidae,Marine,Hoff_and_Westman_1966_in_Brett_1972,Sunday_et_al_PRSB_2011,added acclimation; duration reported as 2-30 days.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pungitius,pungitius,leth,5,90,field_fresh,summer and autumn,20,40,-74,,0,Chordata,Actinopterygii,Perciformes,Gasterosteidae,Marine,Scholander_et_al1953,Physiological_Zoology_Vol._26_No._1_(Jan._1953)_pp._67-92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rana,catesbeiana,crit,23,NA,,,33.6,40.74,-73.95,,304.8,Chordata,Amphibia,Anura,Ranidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PNAS_2014,,29.82773209,29.1807251,52.96652603,38.33197784,39.42527008,23.08397293,38.9475708,54.24890518,35.99681473,26.81283569,40.93002357,26.78489056,31.01483727,21.60662804
Rana,clamitans,crit,23,NA,,,35,40.74,-73.95,,304.8,Chordata,Amphibia,Anura,Ranidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PNAS_2014,,29.82773209,29.1807251,52.96652603,38.33197784,39.42527008,23.08397293,38.9475708,54.24890518,35.99681473,26.81283569,40.93002357,26.78489056,31.01483727,21.60662804
Rana,palustris,crit,23,NA,,,31.3,40.74,-73.95,,304.8,Chordata,Amphibia,Anura,Ranidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PNAS_2014,,29.82773209,29.1807251,52.96652603,38.33197784,39.42527008,23.08397293,38.9475708,54.24890518,35.99681473,26.81283569,40.93002357,26.78489056,31.01483727,21.60662804
Spea,holbrooki,crit,23,NA,,,34,40.74,-73.95,,304.8,Chordata,Amphibia,Anura,Scaphiopodidae,Terrestrial,Brattstrom_1968,Sunday_et_al_PNAS_2014,,29.82773209,29.1807251,52.96652603,38.33197784,39.42527008,23.08397293,38.9475708,54.24890518,35.99681473,26.81283569,40.93002357,26.78489056,31.01483727,21.60662804
